1 485.272 451.128 575.54
2 1941.7 1720.43 2171.95
3 3266.45 2790.7 4000
4 4429.17 3870.97 4923.08
5 5287.32 4780.88 5741.63
6 5503.92 5353.16 5950.41
7 6134.09 6000 6387.83
8 7041.19 6832.74 7836.73
10 8688.87 8450.7 9056.6
12 10547.5 10249.1 11383.4
14 12332.5 12086.3 12727.3
16 28928.7 27042.3 30000
20 44647.5 40000 48000
24 54866.7 48000 60000
28 60074.1 60000 62222.2
32 79945 79175.3 80000
40 99952.3 80672.3 120000
48 120000 120000 120000
56 120000 120000 120000
64 173108 125902 236308
80 240000 240000 240000
96 240000 240000 240000
112 240000 240000 240000
128 240000 240000 240000
160 239950 238509 240000
192 240000 240000 240000
224 240000 240000 240000
256 239969 239066 240000
320 240000 240000 240000
384 239268 232727 240000
420 239682 234419 240000
