1 40.4068 37.7953 41.2797
5 432.9 370.37 454.201
9 823.66 775.583 924.658
13 1539.98 1449.14 1611.57
17 2453.93 2316.87 2575.76
21 3580.96 3414.63 3741.65
25 4599.89 4411.76 4803.84
29 5978.68 5635.63 6438.48
33 7654.12 7213.11 8425.53
37 9367.08 8571.43 9768.98
41 11356.3 10885 12163.2
45 13193.9 12781.1 13828.4
49 15347 14411.8 15935
53 16952.2 16562.5 17424.7
57 18912.9 18191.5 20357.1
61 20452.2 19494 21434.8
65 22177.8 21311.5 23388.3
69 24320 23064.1 25243.9
73 25269.7 24401.1 26306.3
77 27016.6 25991.6 28256.9
81 28391.8 27418.9 28885.6
85 29669 28571.4 31384.6
89 31040 30126.9 32265.9
93 32443.7 31436.6 33263.8
97 34052.8 32333.3 34694.5
101 34485.8 33342.5 35438.6
105 36161.2 35443 36681.2
109 34453.9 30849.1 36587.4
113 38774.4 37406.9 39591.2
117 37127.5 31909.1 39943.1
121 40281.6 38771.7 41545.1
125 42341.3 41095.9 43041.6
