1 605.737 600 613.811
2 2259.01 1983.47 2436.55
3 4458.29 4337.35 4768.21
4 5598.68 5517.24 5714.29
5 7643.78 7594.94 7741.94
6 9015.04 8944.1 9171.97
7 10873.9 10838.7 10909.1
8 12549.8 12387.1 12631.6
10 17022.6 16901.4 17266.2
12 21781.5 21333.3 22153.8
14 27000.6 26250 27768.6
16 31937.2 31475.4 32268.9
20 54314.8 45714.3 64864.9
24 73173.7 64000 82285.7
28 118439 115862 120000
32 120476 120000 121905
40 120000 120000 120000
48 151644 147692 155676
56 220540 213333 231724
64 195868 187317 204800
