0 6628.83 689.858
1 6341.88 287.803
2 6280.28 254.818
3 6373.86 177.505
4 6389.19 131.556
5 5926.77 18.1425
6 6494.25 96.6702
7 7360.37 2.94418
10 10356.9 6.35284
13 13346.8 12.0593
15 15356.4 7.93855
20 20350.9 37.4012
