1 3.77809e+06
2 3.42529e+06
3 3.36458e+06
4 3.3233e+06
5 3.31279e+06
6 3.27905e+06
7 3.26197e+06
8 3.2899e+06
9 3.21551e+06
10 3.1965e+06
11 3.12199e+06
12 3.14702e+06
13 3.09972e+06
14 3.04835e+06
15 2.9472e+06
16 2.98511e+06
18 2.97996e+06
20 2.9033e+06
22 2.93349e+06
24 2.79072e+06
26 2.75065e+06
28 2.74137e+06
30 2.71531e+06
32 2.65002e+06
36 2.73601e+06
40 2.63524e+06
44 2.54885e+06
48 2.54752e+06
52 2.57271e+06
56 2.49141e+06
60 2.44803e+06
64 2.42904e+06
72 2.37083e+06
80 2.26874e+06
88 2.20726e+06
96 2.10889e+06
104 2.11772e+06
112 2.07131e+06
120 2.02879e+06
128 1.99296e+06
144 1.83249e+06
160 1.70168e+06
176 1.63885e+06
192 1.52762e+06
208 1.42022e+06
224 1.31823e+06
240 1.31785e+06
256 1.2267e+06
288 973375
320 836910
352 727366
384 529684
416 294292
448 0
