1 9.477 9.477 11.366
2 9.74 9.477 10.270
3 9.5865 9.477 87.472
4 15.083 14.385 46.925
5 73.431 18.348 172.387
6 115.73 55.403 173.410
7 165.121 88.273 198.271
8 128.148 75.961 181.079
10 324.386 259.941 386.401
12 369.659 314.263 499.250
14 441.949 364.717 586.269
16 579.288 494.896 651.538
20 752.495 687.662 825.152
24 753.574 734.090 895.950
28 936.532 895.056 1015.892
32 1146.21 1055.960 1246.080
40 1532.75 1455.715 1720.335
48 1521.34 1402.713 1724.564
56 1709.66 1542.710 1981.176
64 2129.46 1981.258 2347.024
80 2777.57 2392.043 3888.719
96 3935.19 2840.783 4712.559
112 3496.71 3308.723 3770.687
128 4099.68 3596.651 4536.732
160 5351.18 4732.024 5992.818
192 7004.86 6025.066 7352.903
