1 16.9495 15.350 18.881
2 16.0585 15.757 20.709
3 16.6915 16.006 19.278
4 28.897 26.439 147.807
5 93.501 38.830 173.746
6 102.926 72.187 169.035
7 175.346 136.376 304.798
8 368.238 252.115 442.144
10 340.87 244.497 444.415
12 536.308 462.162 558.492
14 622.929 540.165 666.859
16 725.092 627.339 845.910
20 1081.44 1019.804 1199.084
24 1198.63 1117.853 1253.618
28 1343.18 1242.870 1462.329
32 1341.75 1317.053 1439.872
40 2093.48 1763.586 2169.314
48 1678.42 1610.037 1738.822
56 3167.61 2822.491 3344.088
64 2281.61 2103.120 2547.989
80 4567.93 3136.946 5036.478
96 5165.56 3260.578 5381.859
112 5374.12 3904.426 5916.153
128 5280.86 5074.549 5784.859
160 6521.38 6089.560 6675.251
192 7312.51 6226.728 7684.683
