100 1185.51 1064.414 1401.759
200 1648.71 1570.077 1790.240
500 1728.47 1655.794 1817.323
1000 2284.67 2220.545 2505.269
2000 2785.48 2578.774 2908.251
5000 5655.33 5617.437 5722.784
10000 10672.9 10603.274 10862.960
20000 20702.7 20613.165 20801.010
