100 161.153
100 161.490
100 161.539
100 161.638
100 161.693
100 161.802
100 161.849
100 161.859
100 162.021
100 162.022
100 162.057
100 162.073
100 162.207
100 162.209
100 162.408
100 162.455
100 163.522
100 164.349
100 164.657
100 164.776
100 165.632
100 166.135
100 168.344
100 168.994
100 169.069
100 169.207
100 169.989
100 176.057
100 176.575
100 178.281
200 268.906
200 269.066
200 275.909
200 277.576
200 280.718
200 280.802
200 281.104
200 284.030
200 284.256
200 284.366
200 284.496
200 284.578
200 284.618
200 284.636
200 284.646
200 284.798
200 284.831
200 284.832
200 284.912
200 285.011
200 285.195
200 285.635
200 285.710
200 285.752
200 286.133
200 286.210
200 286.259
200 286.507
200 287.227
200 287.586
500 622.548
500 622.651
500 622.841
500 622.886
500 622.934
500 623.130
500 625.027
500 626.111
500 626.183
500 626.506
500 627.124
500 627.894
500 628.401
500 629.131
500 630.900
500 631.127
500 638.258
500 639.221
500 639.443
500 640.287
500 641.267
500 643.180
500 643.709
500 651.382
500 653.777
500 654.533
500 657.518
500 659.046
500 660.340
500 661.197
1000 1045.139
1000 1047.582
1000 1050.587
1000 1050.827
1000 1051.010
1000 1051.030
1000 1051.218
1000 1051.334
1000 1051.641
1000 1051.890
1000 1051.953
1000 1052.614
1000 1052.657
1000 1053.174
1000 1053.316
1000 1054.021
1000 1055.443
1000 1056.008
1000 1056.689
1000 1056.958
1000 1063.209
1000 1063.739
1000 1063.999
1000 1064.126
1000 1064.285
1000 1064.652
1000 1065.852
1000 1066.271
1000 1067.682
1000 1086.132
2000 2037.288
2000 2047.040
2000 2047.606
2000 2048.965
2000 2051.844
2000 2060.775
2000 2060.961
2000 2066.706
2000 2066.844
2000 2068.199
2000 2069.253
2000 2070.462
2000 2070.551
2000 2071.489
2000 2072.181
2000 2072.832
2000 2073.313
2000 2073.638
2000 2077.680
2000 2083.287
2000 2085.940
2000 2086.995
2000 2088.077
2000 2088.105
2000 2089.190
2000 2091.400
2000 2092.062
2000 2092.638
2000 2105.610
2000 2112.839
5000 5061.081
5000 5067.085
5000 5067.662
5000 5068.581
5000 5071.667
5000 5071.799
5000 5072.155
5000 5072.413
5000 5075.356
5000 5075.543
5000 5077.927
5000 5079.841
5000 5085.030
5000 5086.816
5000 5091.553
5000 5093.321
5000 5096.330
5000 5097.216
5000 5100.107
5000 5101.435
5000 5101.633
5000 5104.768
5000 5108.541
5000 5109.762
5000 5111.402
5000 5124.781
5000 5127.464
5000 5128.592
5000 5130.100
5000 5158.567
10000 10077.884
10000 10079.212
10000 10080.425
10000 10080.925
10000 10080.980
10000 10083.333
10000 10083.927
10000 10085.425
10000 10085.536
10000 10085.547
10000 10085.827
10000 10090.791
10000 10097.068
10000 10097.368
10000 10097.893
10000 10098.450
10000 10098.958
10000 10109.795
10000 10109.868
10000 10112.269
10000 10113.621
10000 10113.946
10000 10122.201
10000 10125.476
10000 10132.559
10000 10165.641
10000 10178.860
10000 10180.085
10000 10190.015
10000 10198.144
20000 20061.158
20000 20062.158
20000 20063.463
20000 20065.527
20000 20068.064
20000 20076.503
20000 20078.737
20000 20089.748
20000 20093.365
20000 20093.527
20000 20100.556
20000 20103.267
20000 20108.055
20000 20109.488
20000 20110.771
20000 20113.925
20000 20126.137
20000 20128.969
20000 20131.975
20000 20132.804
20000 20137.176
20000 20143.040
20000 20169.061
20000 20177.814
20000 20187.496
20000 20195.557
20000 20199.059
20000 20232.564
20000 20264.469
20000 20340.260
