1 216.792 215.827 219.78
2 645.765 552.995 676.056
3 1412.73 1188.12 1565.22
4 2185.45 2008.37 2500
5 2735.48 2469.14 3428.57
6 3848.9 3529.41 4931.51
7 5319.74 4421.05 5957.45
8 6627.92 5680.47 7111.11
9 7668.44 6428.57 8059.7
10 8586.91 7894.74 9022.56
11 9405.23 8627.45 9850.75
12 10160.8 9290.32 10666.7
13 10878.9 9689.44 11470.6
14 11642.3 10980.4 12086.3
15 12378.8 11111.1 13138.7
16 13098.3 11925.5 13714.3
18 14369.7 13670.9 15000
20 15425 14035.1 16000
22 16988.2 14666.7 17837.8
24 18356.3 16941.2 19072.8
26 19383.4 17237.6 20392.2
28 20755.8 18461.5 21401.3
30 21814 19148.9 22929.9
32 23113.4 19692.3 24150.9
36 25241.4 21280.8 26832.3
40 27578.6 24365.5 28742.5
44 29776.5 26009.9 31616.8
48 32551.8 28514.9 34698.8
52 34105 28363.6 36279.1
56 36539.3 30825.7 38400
60 38675 34615.4 40223.5
64 40563.4 34751.1 42430.9
72 44348 39633 46702.7
80 48112.4 41921.4 51891.9
88 51528.3 44745.8 54153.8
96 55431.5 49870.1 58477.2
104 57635.2 51147.5 62400
112 61253 57931 65561
120 65166.9 57600 68571.4
128 67390.1 63471.1 71441.9
144 72671.5 69397.6 75458.5
160 78595.4 74131.3 81702.1
