1 1972.17
2 3580.78
3 5497.54
4 7375.09
5 9119.3
6 11081.3
7 12771.5
8 14349.9
9 15898.4
10 17402.5
11 19152.1
12 20651.6
13 22085.9
14 23634.2
15 24815.3
16 26085.1
18 28853.1
20 31903
22 33777.3
24 36191.7
26 38112.7
28 43623.9
30 50158.7
32 56881.1
36 59717.9
40 61494.6
44 60345.8
48 61391.8
52 61509.2
56 61416.5
60 62767.2
64 63277.2
72 82945.7
80 96044
88 91289.2
96 109006
104 125116
112 139922
120 120824
128 129331
144 137719
160 134962
176 139066
192 146839
208 157433
224 162805
240 176320
256 180564
288 185493
320 186534
352 179254
384 183772
416 192802
448 199498
