1 14865.1
2 28571.4
3 40542.6
4 51750.9
5 64695.3
6 78887.7
7 87282.8
8 99705.3
9 111362
10 127366
11 138224
12 146292
13 160361
14 169627
15 182112
16 190294
18 209404
20 222934
22 248538
24 264707
26 282063
28 322412
30 352464
32 379562
36 425172
40 478279
44 514712
48 553729
52 597757
56 637619
60 684530
64 733434
72 823722
80 904439
88 996540
96 1.09679e+06
104 1.17759e+06
112 1.19824e+06
120 1.28194e+06
128 1.35824e+06
144 1.51321e+06
160 1.67144e+06
176 1.82892e+06
192 1.97491e+06
208 2.13665e+06
224 2.30066e+06
240 2.38453e+06
256 2.45397e+06
288 2.59595e+06
320 2.74229e+06
352 2.89785e+06
384 3.04652e+06
416 3.19146e+06
448 3.25183e+06
