1 29796.5
2 42813.2
3 66240.3
4 91888.4
5 119025
6 148007
7 172845
8 198420
9 229828
10 257183
11 281272
12 298374
13 335892
14 358982
15 383557
16 389827
18 446135
20 479556
22 536348
24 567945
26 618725
28 772335
30 821026
32 881578
36 975824
40 1.13607e+06
44 1.19775e+06
48 1.28173e+06
52 1.3709e+06
56 1.51614e+06
60 1.57104e+06
64 1.74706e+06
72 1.92761e+06
80 2.12662e+06
88 2.3023e+06
96 2.64058e+06
104 2.81928e+06
112 3.01465e+06
120 3.18965e+06
128 3.36561e+06
144 3.67833e+06
160 4.03407e+06
176 4.3442e+06
192 4.67483e+06
208 4.99061e+06
224 5.26746e+06
240 5.49134e+06
256 5.63562e+06
288 5.97328e+06
320 6.24201e+06
352 6.51759e+06
384 6.90909e+06
416 7.21085e+06
448 7.49532e+06
