# Generated by timeskew on an x86 system
305.220620955 305.220620944 305.220621174 305.220621316 -1.1e-08 2.19e-07 1.42e-07
306.221585428 306.221585378 306.221585551 306.221585606 -5e-08 1.23e-07 5.5e-08
307.221875317 307.221875248 307.221875437 307.221875496 -6.9e-08 1.2e-07 5.9e-08
308.222822091 308.222822087 308.222822269 308.222822313 -4e-09 1.78e-07 4.4e-08
309.223773459 309.223773390 309.223773570 309.223773718 -6.9e-08 1.11e-07 1.48e-07
310.224051753 310.224051716 310.224051925 310.224052222 -3.7e-08 1.72e-07 2.97e-07
311.224926256 311.224926258 311.224926477 311.224926556 2e-09 2.21e-07 7.9e-08
312.225169070 312.225169057 312.225169251 312.225169322 -1.3e-08 1.81e-07 7.1e-08
313.226110705 313.226110654 313.226110863 313.226110937 -5.1e-08 1.58e-07 7.4e-08
314.226775263 314.226775227 314.226775430 314.226775501 -3.6e-08 1.67e-07 7.1e-08
315.227599518 315.227599448 315.227599629 315.227599703 -7e-08 1.11e-07 7.4e-08
316.228260524 316.228260456 316.228260632 316.228260674 -6.8e-08 1.08e-07 4.2e-08
317.228922413 317.228922343 317.228922541 317.228922613 -7e-08 1.28e-07 7.2e-08
318.229879344 318.229879333 318.229879566 318.229879638 -1.1e-08 2.22e-07 7.2e-08
319.230540748 319.230540699 319.230540904 319.230540978 -4.9e-08 1.56e-07 7.4e-08
320.231195429 320.231195333 320.231195522 320.231195599 -9.6e-08 9.3e-08 7.7e-08
321.231608989 321.231608938 321.231609110 321.231609197 -5.1e-08 1.21e-07 8.7e-08
322.231838314 322.231838232 322.231838392 322.231838431 -8.2e-08 7.8e-08 3.9e-08
323.232496221 323.232496139 323.232496342 323.232496408 -8.2e-08 1.21e-07 6.6e-08
324.233424212 324.233424143 324.233424332 324.233424390 -6.9e-08 1.2e-07 5.8e-08
325.234238776 325.234238707 325.234238896 325.234238955 -6.9e-08 1.2e-07 5.9e-08
326.234892845 326.234892866 326.234893112 326.234893183 2.1e-08 2.67e-07 7.1e-08
327.235546329 327.235546306 327.235546523 327.235546594 -2.3e-08 1.94e-07 7.1e-08
328.236199433 328.236199420 328.236199616 328.236199690 -1.3e-08 1.83e-07 7.4e-08
329.236851366 329.236851368 329.236851576 329.236851654 2e-09 2.1e-07 7.8e-08
330.237664160 330.237664061 330.237664224 330.237664295 -9.9e-08 6.4e-08 7.1e-08
331.238462897 331.238462894 331.238463099 331.238463174 -3e-09 2.02e-07 7.5e-08
332.239365466 332.239365396 332.239365583 332.239365632 -7e-08 1.17e-07 4.9e-08
333.240171435 333.240171431 333.240171636 333.240171709 -4e-09 2.01e-07 7.3e-08
334.240804916 334.240804846 334.240805015 334.240805077 -7e-08 9.9e-08 6.2e-08
335.241607767 335.241607698 335.241607883 335.241607939 -6.9e-08 1.16e-07 5.6e-08
336.241733801 336.241733787 336.241733988 336.241734061 -1.4e-08 1.87e-07 7.3e-08
337.242685226 337.242685212 337.242685412 337.242685482 -1.4e-08 1.86e-07 7e-08
338.243315808 338.243315755 338.243315958 338.243316030 -5.3e-08 1.5e-07 7.2e-08
339.243944528 339.243944443 339.243944593 339.243944639 -8.5e-08 6.5e-08 4.6e-08
340.244572246 340.244572183 340.244572364 340.244572435 -6.3e-08 1.18e-07 7.1e-08
341.245518720 341.245518692 341.245518892 341.245518961 -2.8e-08 1.72e-07 6.9e-08
342.245726087 342.245726017 342.245726190 342.245726242 -7e-08 1.03e-07 5.2e-08
343.246359844 343.246359757 343.246359958 343.246360029 -8.7e-08 1.14e-07 7.1e-08
344.247292723 344.247292695 344.247292914 344.247292986 -2.8e-08 1.91e-07 7.2e-08
345.248088137 345.248088066 345.248088270 345.248088354 -7.1e-08 1.33e-07 8.4e-08
346.248717987 346.248717920 346.248718097 346.248718170 -6.7e-08 1.1e-07 7.3e-08
347.249345268 347.249345182 347.249345342 347.249345391 -8.6e-08 7.4e-08 4.9e-08
348.250136492 348.250136422 348.250136598 348.250136672 -7e-08 1.06e-07 7.4e-08
349.250775602 349.250775622 349.250775781 349.250775818 2e-08 1.79e-07 3.7e-08
350.251402195 350.251402221 350.251402454 350.251402528 2.6e-08 2.59e-07 7.4e-08
351.252131246 351.252131158 351.252131366 351.252131435 -8.8e-08 1.2e-07 6.9e-08
352.252365968 352.252365884 352.252366050 352.252366101 -8.4e-08 8.2e-08 5.1e-08
353.253108933 353.253108865 353.253109050 353.253109125 -6.8e-08 1.17e-07 7.5e-08
354.253969473 354.253969423 354.253969629 354.253969703 -5e-08 1.56e-07 7.4e-08
355.254381023 355.254380984 355.254381193 355.254381265 -3.9e-08 1.7e-07 7.2e-08
356.255237072 356.255237035 356.255237254 356.255237333 -3.7e-08 1.82e-07 7.9e-08
357.256169940 357.256169871 357.256170074 357.256170145 -6.9e-08 1.34e-07 7.1e-08
358.257021168 358.257021156 358.257021374 358.257021445 -1.2e-08 2.06e-07 7.1e-08
359.257870508 359.257870503 359.257870719 359.257870794 -5e-09 2.11e-07 7.5e-08
360.258834414 360.258834386 360.258834549 360.258834708 -2.8e-08 1.35e-07 1.59e-07
361.259764416 361.259764366 361.259764572 361.259764711 -5e-08 1.56e-07 1.39e-07
362.260690712 362.260690643 362.260691090 362.260691163 -6.9e-08 3.78e-07 7.3e-08
363.261653817 363.261653765 363.261654031 363.261654103 -5.2e-08 2.14e-07 7.2e-08
364.262103544 364.262103491 364.262103682 364.262103759 -5.3e-08 1.38e-07 7.7e-08
365.263060339 365.263060287 365.263060468 365.263060539 -5.2e-08 1.29e-07 7.1e-08
366.263509315 366.263509246 366.263509397 366.263509484 -6.9e-08 8.2e-08 8.7e-08
367.264003639 367.264003567 367.264003768 367.264003839 -7.2e-08 1.29e-07 7.1e-08
368.264775631 368.264775546 368.264775706 368.264775786 -8.5e-08 7.5e-08 8e-08
369.265459532 369.265459509 369.265459727 369.265459799 -2.3e-08 1.95e-07 7.2e-08
370.265633426 370.265633390 370.265633662 370.265633735 -3.6e-08 2.36e-07 7.3e-08
371.265813427 371.265813507 371.265813780 371.265813924 8e-08 3.53e-07 1.44e-07
372.266754364 372.266754296 372.266754568 372.266754714 -6.8e-08 2.04e-07 1.46e-07
373.267440722 373.267440680 373.267440963 373.267441101 -4.2e-08 2.41e-07 1.38e-07
374.268399106 374.268399076 374.268399349 374.268399491 -3e-08 2.43e-07 1.42e-07
375.268773339 375.268773315 375.268773613 375.268773753 -2.4e-08 2.74e-07 1.4e-07
376.269687239 376.269687298 376.269687470 376.269687630 5.9e-08 2.31e-07 1.6e-07
377.270587446 377.270587432 377.270587731 377.270587870 -1.4e-08 2.85e-07 1.39e-07
378.271382686 378.271382662 378.271382938 378.271383074 -2.4e-08 2.52e-07 1.36e-07
379.272384249 379.272384213 379.272384509 379.272384651 -3.6e-08 2.6e-07 1.42e-07
380.272632477 380.272632465 380.272632740 380.272632817 -1.2e-08 2.63e-07 7.7e-08
381.273334057 381.273333965 381.273334235 381.273334312 -9.2e-08 1.78e-07 7.7e-08
382.273977668 382.273977580 382.273977744 382.273977788 -8.8e-08 7.6e-08 4.4e-08
383.274676704 383.274676623 383.274676784 383.274676853 -8.1e-08 8e-08 6.9e-08
384.275383931 384.275383863 384.275384135 384.275384210 -6.8e-08 2.04e-07 7.5e-08
385.276383313 385.276383245 385.276383449 385.276383522 -6.8e-08 1.36e-07 7.3e-08
386.277293040 386.277293004 386.277293211 386.277293284 -3.6e-08 1.71e-07 7.3e-08
387.277382369 387.277382318 387.277382513 387.277382585 -5.1e-08 1.44e-07 7.2e-08
388.278380428 388.278380376 388.278380551 388.278380646 -5.2e-08 1.23e-07 9.5e-08
389.279284385 389.279284333 389.279284534 389.279284605 -5.2e-08 1.49e-07 7.1e-08
390.280224553 390.280224484 390.280224664 390.280224745 -6.9e-08 1.11e-07 8.1e-08
391.280683069 391.280683024 391.280683234 391.280683310 -4.5e-08 1.65e-07 7.6e-08
392.281579543 392.281579474 392.281579640 392.281579699 -6.9e-08 9.7e-08 5.9e-08
393.282271736 393.282271676 393.282271836 393.282271909 -6e-08 1e-07 7.3e-08
394.283119458 394.283119408 394.283119608 394.283119690 -5e-08 1.5e-07 8.2e-08
395.283380224 395.283380172 395.283380376 395.283380454 -5.2e-08 1.52e-07 7.8e-08
396.284134642 396.284134591 396.284134781 396.284134864 -5.1e-08 1.39e-07 8.3e-08
397.284927508 397.284927438 397.284927619 397.284927674 -7e-08 1.11e-07 5.5e-08
398.285756088 398.285756019 398.285756218 398.285756289 -6.9e-08 1.3e-07 7.1e-08
399.286645300 399.286645214 399.286645415 399.286645489 -8.6e-08 1.15e-07 7.4e-08
400.287550635 400.287550550 400.287550714 400.287550788 -8.5e-08 7.9e-08 7.4e-08
401.288381641 401.288381582 401.288381786 401.288381862 -5.9e-08 1.45e-07 7.6e-08
402.289346218 402.289346194 402.289346468 402.289346543 -2.4e-08 2.5e-07 7.5e-08
403.289486595 403.289486570 403.289486841 403.289486915 -2.5e-08 2.46e-07 7.4e-08
404.289825767 404.289825768 404.289826062 404.289826155 1e-09 2.95e-07 9.3e-08
405.290559949 405.290559912 405.290560186 405.290560258 -3.7e-08 2.37e-07 7.2e-08
406.291249968 406.291249918 406.291250189 406.291250266 -5e-08 2.21e-07 7.7e-08
407.292133972 407.292133920 407.292134181 407.292134232 -5.2e-08 2.09e-07 5.1e-08
408.293013916 408.293013832 408.293013996 408.293014069 -8.4e-08 8e-08 7.3e-08
409.293892201 409.293892151 409.293892332 409.293892399 -5e-08 1.31e-07 6.7e-08
410.294469423 410.294469400 410.294469789 410.294469861 -2.3e-08 3.66e-07 7.2e-08
411.295385594 411.295385584 411.295385857 411.295385926 -1e-08 2.63e-07 6.9e-08
412.295550831 412.295550763 412.295550945 412.295551017 -6.8e-08 1.14e-07 7.2e-08
413.296125205 413.296125135 413.296125312 413.296125385 -7e-08 1.07e-07 7.3e-08
414.296930012 414.296929989 414.296930278 414.296930352 -2.3e-08 2.66e-07 7.4e-08
415.297895819 415.297895768 415.297896041 415.297896114 -5.1e-08 2.22e-07 7.3e-08
416.298453487 416.298453451 416.298453722 416.298453797 -3.6e-08 2.35e-07 7.5e-08
417.299009648 417.299009624 417.299009903 417.299009978 -2.4e-08 2.55e-07 7.5e-08
418.299763887 418.299763875 418.299764150 418.299764223 -1.2e-08 2.63e-07 7.3e-08
419.300314620 419.300314608 419.300319657 419.300319729 -1.2e-08 5.04e-06 7.2e-08
420.301190013 420.301189945 420.301190103 420.301190167 -6.8e-08 9e-08 6.4e-08
421.302047601 421.302047516 421.302047722 421.302047794 -8.5e-08 1.21e-07 7.2e-08
422.302712423 422.302712354 422.302712543 422.302712614 -6.9e-08 1.2e-07 7.1e-08
423.303657263 423.303657204 423.303657406 423.303657479 -5.9e-08 1.43e-07 7.3e-08
424.304370603 424.304370590 424.304370806 424.304370884 -1.3e-08 2.03e-07 7.8e-08
425.305295691 425.305295641 425.305295844 425.305295917 -5e-08 1.53e-07 7.3e-08
426.306157104 426.306157019 426.306157197 426.306157262 -8.5e-08 9.3e-08 6.5e-08
427.306320858 427.306320792 427.306320996 427.306321157 -6.6e-08 1.38e-07 1.61e-07
428.307057645 428.307057599 428.307057786 428.307057931 -4.6e-08 1.41e-07 1.45e-07
429.308028049 429.308028030 429.308028313 429.308028455 -1.9e-08 2.64e-07 1.42e-07
430.308964576 430.308964551 430.308964823 430.308964963 -2.5e-08 2.47e-07 1.4e-07
431.309908434 431.309908384 431.309908660 431.309908802 -5e-08 2.26e-07 1.42e-07
432.310863733 432.310863704 432.310863977 432.310864116 -2.9e-08 2.44e-07 1.39e-07
433.311818076 433.311818063 433.311818383 433.311818524 -1.3e-08 3.07e-07 1.41e-07
434.312752422 434.312752393 434.312752689 434.312752831 -2.9e-08 2.67e-07 1.42e-07
435.313681231 435.313681180 435.313681381 435.313681459 -5.1e-08 1.5e-07 7.8e-08
436.314608102 436.314608052 436.314608232 436.314608308 -5e-08 1.3e-07 7.6e-08
437.315537538 437.315537526 437.315537741 437.315537882 -1.2e-08 2.03e-07 1.41e-07
438.316460696 438.316460645 438.316460850 438.316460933 -5.1e-08 1.54e-07 8.3e-08
439.317383958 439.317383934 439.317384151 439.317384336 -2.4e-08 1.93e-07 1.85e-07
440.318304979 440.318304928 440.318305130 440.318305270 -5.1e-08 1.51e-07 1.4e-07
441.319223496 441.319223445 441.319223648 441.319223796 -5.1e-08 1.52e-07 1.48e-07
442.320140394 442.320140354 442.320140571 442.320140712 -4e-08 1.77e-07 1.41e-07
443.321055354 443.321055304 443.321055474 443.321055562 -5e-08 1.2e-07 8.8e-08
444.321967783 444.321967732 444.321967892 444.321967976 -5.1e-08 1.09e-07 8.4e-08
445.322880674 445.322880605 445.322880806 445.322880962 -6.9e-08 1.32e-07 1.56e-07
446.323053158 446.323053108 446.323053290 446.323053349 -5e-08 1.32e-07 5.9e-08
447.323486789 447.323486752 447.323486934 447.323487073 -3.7e-08 1.45e-07 1.39e-07
448.324398136 448.324398080 448.324398290 448.324398434 -5.6e-08 1.54e-07 1.44e-07
449.325306155 449.325306107 449.325306309 449.325306447 -4.8e-08 1.54e-07 1.38e-07
450.326259669 450.326259640 450.326259872 450.326260165 -2.9e-08 2.03e-07 2.93e-07
451.327168014 451.327167945 451.327168148 451.327168286 -6.9e-08 1.34e-07 1.38e-07
452.328073662 452.328073612 452.328073789 452.328073848 -5e-08 1.27e-07 5.9e-08
453.328976795 453.328976743 453.328976925 453.328980303 -5.2e-08 1.3e-07 3.38e-06
454.329882065 454.329881997 454.329882180 454.329882234 -6.8e-08 1.15e-07 5.4e-08
455.330784132 455.330784088 455.330784291 455.330784369 -4.4e-08 1.59e-07 7.8e-08
456.331685144 456.331685123 456.331685312 456.331685382 -2.1e-08 1.68e-07 7e-08
457.332584963 457.332584878 457.332585077 457.332585150 -8.5e-08 1.14e-07 7.3e-08
458.333483029 458.333482958 458.333483149 458.333483221 -7.1e-08 1.2e-07 7.2e-08
459.334381626 459.334381556 459.334381731 459.334381791 -7e-08 1.05e-07 6e-08
460.335276692 460.335276638 460.335276828 460.335276909 -5.4e-08 1.36e-07 8.1e-08
461.336171670 461.336171584 461.336171857 461.336172002 -8.6e-08 1.87e-07 1.45e-07
462.337066596 462.337066509 462.337066686 462.337066758 -8.7e-08 9e-08 7.2e-08
463.337958637 463.337958552 463.337958755 463.337958818 -8.5e-08 1.18e-07 6.3e-08
464.338545029 464.338545017 464.338545251 464.338545392 -1.2e-08 2.22e-07 1.41e-07
465.339490544 465.339490514 465.339490794 465.339490937 -3e-08 2.5e-07 1.43e-07
466.340381137 466.340381112 466.340381300 466.340381365 -2.5e-08 1.63e-07 6.5e-08
467.341268109 467.341268027 467.341268191 467.341268262 -8.2e-08 8.2e-08 7.1e-08
468.342154798 468.342154789 468.342154950 468.342155025 -9e-09 1.52e-07 7.5e-08
469.343040346 469.343040277 469.343040443 469.343040509 -6.9e-08 9.7e-08 6.6e-08
470.343926581 470.343930737 470.343931043 470.343931182 4.16e-06 4.46e-06 1.39e-07
471.344123437 471.344123378 471.344123653 471.344123792 -5.9e-08 2.16e-07 1.39e-07
472.345007131 472.345007066 472.345007238 472.345007323 -6.5e-08 1.07e-07 8.5e-08
473.345894761 473.345894711 473.345894988 473.345895126 -5e-08 2.27e-07 1.38e-07
474.346775837 474.346775771 474.346776039 474.346776177 -6.6e-08 2.02e-07 1.38e-07
475.347656263 475.347656244 475.347656433 475.347656503 -1.9e-08 1.7e-07 7e-08
476.348576110 476.348576060 476.348576244 476.348576323 -5e-08 1.34e-07 7.9e-08
477.349162296 477.349162272 477.349162599 477.349162742 -2.4e-08 3.03e-07 1.43e-07
478.349637091 478.349637111 478.349637387 478.349637526 2e-08 2.96e-07 1.39e-07
479.350108658 479.350108591 479.350108776 479.350108859 -6.7e-08 1.18e-07 8.3e-08
480.350580200 480.350580115 480.350580263 480.350580316 -8.5e-08 6.3e-08 5.3e-08
481.351436801 481.351436759 481.351436963 481.351437032 -4.2e-08 1.62e-07 6.9e-08
482.352103409 482.352103327 482.352103474 482.352103529 -8.2e-08 6.5e-08 5.5e-08
483.352839543 483.352839530 483.352839768 483.352839842 -1.3e-08 2.25e-07 7.4e-08
484.353704762 484.353704740 484.353705023 484.353705164 -2.2e-08 2.61e-07 1.41e-07
485.353872875 485.353872851 485.353873129 485.353873269 -2.4e-08 2.54e-07 1.4e-07
486.354832834 486.354832785 486.354833062 486.354833228 -4.9e-08 2.28e-07 1.66e-07
487.355695697 487.355695661 487.355695934 487.355696077 -3.6e-08 2.37e-07 1.43e-07
488.356532557 488.356532545 488.356532822 488.356532965 -1.2e-08 2.65e-07 1.43e-07
489.357380585 489.357380574 489.357380847 489.357380987 -1.1e-08 2.62e-07 1.4e-07
490.357580272 490.357580248 490.357580520 490.357580660 -2.4e-08 2.48e-07 1.4e-07
491.358393861 491.358393850 491.358394058 491.358394137 -1.1e-08 1.97e-07 7.9e-08
492.359289681 492.359289668 492.359289957 492.359290029 -1.3e-08 2.76e-07 7.2e-08
493.360073828 493.360073817 493.360074089 493.360074240 -1.1e-08 2.61e-07 1.51e-07
494.360838018 494.360838095 494.360838277 494.360838417 7.7e-08 2.59e-07 1.4e-07
495.361299993 495.361299924 495.361300110 495.361300169 -6.9e-08 1.17e-07 5.9e-08
496.361936718 496.361936621 496.361936770 496.361936794 -9.7e-08 5.2e-08 2.4e-08
497.362830959 497.362830900 497.362831170 497.362831196 -5.9e-08 2.11e-07 2.6e-08
498.363698254 498.363698170 498.363698429 498.363698455 -8.4e-08 1.75e-07 2.6e-08
499.364156580 499.364156549 499.364156832 499.364157016 -3.1e-08 2.52e-07 1.84e-07
500.364681545 500.364681532 500.364681716 500.364681796 -1.3e-08 1.71e-07 8e-08
501.365468326 501.365468394 501.365468556 501.365468623 6.8e-08 2.3e-07 6.7e-08
502.366003791 502.366003732 502.366003891 502.366003919 -5.9e-08 1e-07 2.8e-08
503.366450306 503.366450248 503.366450409 503.366450445 -5.8e-08 1.03e-07 3.6e-08
504.366894187 504.366894101 504.366894278 504.366894419 -8.6e-08 9.1e-08 1.41e-07
505.367720108 505.367720039 505.367720216 505.367720269 -6.9e-08 1.08e-07 5.3e-08
506.368494066 506.368493968 506.368494117 506.368494142 -9.8e-08 5.1e-08 2.5e-08
507.369305974 507.369305892 507.369306167 507.369306204 -8.2e-08 1.93e-07 3.7e-08
508.369987133 508.369987120 508.369987340 508.369987404 -1.3e-08 2.07e-07 6.4e-08
509.370503499 509.370503486 509.370503674 509.370503769 -1.3e-08 1.75e-07 9.5e-08
510.371400417 510.371400367 510.371400641 510.371400708 -5e-08 2.24e-07 6.7e-08
511.372262043 511.372262032 511.372262304 511.372262374 -1.1e-08 2.61e-07 7e-08
512.373230823 512.373230726 512.373230875 512.373230911 -9.7e-08 5.2e-08 3.6e-08
513.374127722 513.374127653 513.374127818 513.374127866 -6.9e-08 9.6e-08 4.8e-08
514.374553610 514.374553512 514.374553660 514.374553695 -9.8e-08 5e-08 3.5e-08
515.375361845 515.375361801 515.375361984 515.375362079 -4.4e-08 1.39e-07 9.5e-08
516.375383039 516.375383068 516.375383302 516.375383376 2.9e-08 2.63e-07 7.4e-08
517.375810540 517.375810519 517.375810736 517.375810819 -2.1e-08 1.96e-07 8.3e-08
518.376234854 518.376234845 518.376235030 518.376235118 -9e-09 1.76e-07 8.8e-08
519.376659114 519.376659064 519.376659213 519.376659296 -5e-08 9.9e-08 8.3e-08
520.377431302 520.377431242 520.377431608 520.377431678 -6e-08 3.06e-07 7e-08
521.378032344 521.378032253 521.378032525 521.378032598 -9.1e-08 1.81e-07 7.3e-08
522.379001177 522.379001079 522.379001226 522.379001280 -9.8e-08 4.9e-08 5.4e-08
523.379559823 523.379559732 523.379559890 523.379559926 -9.1e-08 6.7e-08 3.6e-08
524.380429277 524.380429397 524.380429600 524.380429651 1.2e-07 3.23e-07 5.1e-08
525.381308517 525.381308473 525.381308677 525.381308749 -4.4e-08 1.6e-07 7.2e-08
526.381727327 526.381727259 526.381727420 526.381727447 -6.8e-08 9.3e-08 2.7e-08
527.382145713 527.382145645 527.382145822 527.382145896 -6.8e-08 1.09e-07 7.4e-08
528.382897978 528.382897881 528.382898029 528.382898055 -9.7e-08 5.1e-08 2.6e-08
529.383314925 529.383314827 529.383314976 529.383315001 -9.8e-08 5.1e-08 2.5e-08
530.383732301 530.383732269 530.383732485 530.383732560 -3.2e-08 1.84e-07 7.5e-08
531.383892105 531.383892014 531.383892220 531.383892357 -9.1e-08 1.15e-07 1.37e-07
532.384014202 532.384014132 532.384014336 532.384014653 -7e-08 1.34e-07 3.17e-07
533.384964026 533.384964014 533.384964250 533.384964389 -1.2e-08 2.24e-07 1.39e-07
534.385382097 534.385382014 534.385382163 534.385382189 -8.3e-08 6.6e-08 2.6e-08
535.386205956 535.386205886 535.386206090 535.386206231 -7e-08 1.34e-07 1.41e-07
536.386383347 536.386383279 536.386383479 536.386383656 -6.8e-08 1.32e-07 1.77e-07
537.386796467 537.386796382 537.386796587 537.386796730 -8.5e-08 1.2e-07 1.43e-07
538.387209927 538.387209932 538.387210134 538.387210276 5e-09 2.07e-07 1.42e-07
539.387621935 539.387621921 539.387622125 539.387622261 -1.4e-08 1.9e-07 1.36e-07
540.388081649 540.388081552 540.388081701 540.388081736 -9.7e-08 5.2e-08 3.5e-08
541.388505417 541.388505325 541.388505527 541.388505668 -9.2e-08 1.1e-07 1.41e-07
542.389382270 542.389382178 542.389382377 542.389382430 -9.2e-08 1.07e-07 5.3e-08
543.390197434 543.390197411 543.390197640 543.390197715 -2.3e-08 2.06e-07 7.5e-08
544.390474874 544.390474838 544.390475041 544.390475114 -3.6e-08 1.67e-07 7.3e-08
545.390569698 545.390569629 545.390569804 545.390569880 -6.9e-08 1.06e-07 7.6e-08
546.391171052 546.391170971 546.391171119 546.391171169 -8.1e-08 6.7e-08 5e-08
547.391952890 547.391952846 547.391953046 547.391953116 -4.4e-08 1.56e-07 7e-08
548.392749671 548.392749601 548.392749777 548.392749863 -7e-08 1.06e-07 8.6e-08
549.393488871 549.393488786 549.393488989 549.393489026 -8.5e-08 1.18e-07 3.7e-08
550.394459056 550.394459059 550.394459263 550.394459343 3e-09 2.07e-07 8e-08
551.395254003 551.395253986 551.395254157 551.395254218 -1.7e-08 1.54e-07 6.1e-08
552.395906823 552.395906850 552.395907068 552.395907140 2.7e-08 2.45e-07 7.2e-08
553.396305648 553.396305628 553.396305834 553.396305890 -2e-08 1.86e-07 5.6e-08
554.396702861 554.396702838 554.396703027 554.396703098 -2.3e-08 1.66e-07 7.1e-08
555.397099644 555.397099594 555.397099768 555.397099846 -5e-08 1.24e-07 7.8e-08
556.397615345 556.397615247 556.397615396 556.397615449 -9.8e-08 5.1e-08 5.3e-08
557.398570242 557.398570190 557.398570394 557.398570456 -5.2e-08 1.52e-07 6.2e-08
558.399233704 558.399233653 558.399233849 558.399233918 -5.1e-08 1.45e-07 6.9e-08
