1 20521.2
2 38180.8
3 56463.3
4 79247.8
5 100869
6 123914
7 145774
8 170513
9 191793
10 204905
11 239571
12 252477
13 277954
14 300010
15 312946
16 331809
18 375854
20 404653
22 452659
24 487240
26 531158
28 644184
30 694542
32 730760
36 838440
40 936921
44 1.0228e+06
48 1.10343e+06
52 1.18938e+06
56 1.28705e+06
60 1.3467e+06
64 1.43936e+06
72 1.64727e+06
80 1.82952e+06
88 2.01315e+06
96 2.18583e+06
104 2.33441e+06
112 2.52913e+06
120 2.68852e+06
128 2.86206e+06
144 3.13946e+06
160 3.42472e+06
176 3.71723e+06
192 4.01323e+06
208 4.33783e+06
224 4.61993e+06
240 4.90524e+06
256 5.1746e+06
288 5.65096e+06
320 6.14844e+06
352 6.62023e+06
384 7.07993e+06
416 7.55266e+06
448 7.86244e+06
